logradouro,faixas,limite_velocidade,mao_unica,superficie,tipo_via,tamanho
TRAVESSA DAS VIDEIRAS,NA,NA,NA,NA,service,126.67601313182082
TRAVESSA DAS VIOLETAS,NA,NA,NA,NA,service,45.890078681485036
TRAVESSA DAS VIOLETAS AZUIS,NA,NA,NA,NA,residential,133.0761156094245
TRAVESSA DAURIA,NA,10,yes,asphalt,residential,95.06356366758295
TRAVESSA DAVI GUION,NA,NA,NA,NA,residential,272.31113089213113
TRAVESSA DAVI PALTENGHI,NA,NA,NA,NA,service,51.98325767282986
TRAVESSA DAVID EULE,NA,NA,NA,NA,residential,138.33275064647665
TRAVESSA DAVID VASCONCELOS SANTOS,NA,NA,NA,asphalt,residential,155.36147343188577
TRAVESSA DAVINA FRAGA,NA,NA,NA,NA,residential,101.57042578655786
TRAVESSA DE CIMENTO,NA,NA,NA,NA,residential,222.84521956961368
TRAVESSA DE CONDE AVINTES,NA,NA,NA,NA,service,242.82844235822785
TRAVESSA DE CONDE AZEVEDO E SILVA,NA,NA,NA,NA,residential,49.60305271880317
TRAVESSA DE CONDE LANCASTRE,NA,NA,NA,NA,residential,139.40154601576185
TRAVESSA DE FURNAS,NA,NA,NA,NA,residential,127.29067795654079
TRAVESSA DE LIMA,NA,NA,NA,NA,residential,58.78537050440138
TRAVESSA DE PEDESTRE ANNITA,1,NA,NA,NA,service,82.70257892958233
TRAVESSA DE PEDESTRES CAPITAO BRASILIO CARNEIRO,NA,NA,NA,NA,service,27.289960791317238
TRAVESSA DE PEDESTRES JOSEFINA VADERS,NA,NA,NA,NA,service,115.03232360575858
TRAVESSA DE PEDESTRES LOURENCO DA VEIGA,NA,NA,NA,NA,service,66.46152828744637
TRAVESSA DE VISCONDE GODIM,NA,NA,NA,NA,residential,106.04673112877833
TRAVESSA DECIO DE MIRANDA BRETAS,NA,NA,NA,NA,residential,48.65261979855394
TRAVESSA DECIO DE TOLEDO LEITE,1,NA,NA,NA,service,47.27708784223152
TRAVESSA DECIO FERREIRA,NA,NA,NA,asphalt,service,46.07367255556925
TRAVESSA DECIO FONSECA PENTEADO,NA,NA,NA,NA,residential,48.42958114398151
TRAVESSA DELFIN DALMAU,NA,NA,NA,NA,service,54.23483680540299
TRAVESSA DELPHINO CASTELLI,NA,NA,NA,paved,residential,55.74613455081143
TRAVESSA DENIS MACE,NA,NA,NA,asphalt,residential,141.37874067074094
TRAVESSA DEOCLECIANA DE OLIVEIRA,NA,NA,NA,paved,service,45.4106420694195
TRAVESSA DEOCLECIANO FONSECA,NA,NA,NA,NA,service,113.45040786499102
TRAVESSA DEPUTADO SHIRO KYONO,NA,NA,NA,NA,residential,104.61442422093424
TRAVESSA DETALHES,NA,NA,NA,NA,residential,39.018931657493304
TRAVESSA DEUS VAI AGIR,NA,NA,NA,NA,service,36.4944727394015
TRAVESSA DEUSA DO ASFALTO,NA,NA,NA,NA,residential,155.28864432339
TRAVESSA DEVA,NA,NA,NA,asphalt,residential,58.23197839698021
TRAVESSA DEZ,NA,NA,NA,NA,residential,123.93256383089357
TRAVESSA DEZ DE JULHO,NA,NA,NA,NA,residential,67.45265807394716
TRAVESSA DEZ MIL DIAS,NA,NA,NA,NA,service,105.01617314823962
TRAVESSA DEZESSEIS,2,50,yes,paved,tertiary,8.394473015180166
TRAVESSA DEZESSEIS DE JUNHO,NA,NA,NA,NA,service,33.75348033753948
TRAVESSA DIAS DE ALMEIDA,NA,NA,NA,NA,service,65.92143815242942
TRAVESSA DIEGO MORENO,NA,NA,NA,asphalt,residential,72.60527368995452
TRAVESSA DIEGO PONTAC,NA,NA,NA,NA,service,40.21773639184292
TRAVESSA DINO ANTONIO MENOCHI,NA,NA,NA,NA,residential,160.09374753535866
TRAVESSA DIOGENES ARRUDA CAMARA,NA,NA,NA,NA,service,38.35019033106468
TRAVESSA DIOGO DE MELO,NA,NA,NA,asphalt,residential,64.64099342786251
TRAVESSA DIOGO DE MENEZES,NA,NA,NA,NA,residential,63.54430554783594
TRAVESSA DIOGO FLORES,NA,NA,NA,asphalt,residential,48.27081168579021
TRAVESSA DIOGO MELGAZ,NA,NA,NA,asphalt,service,57.61024346026018
TRAVESSA DIOGO PINTO,NA,NA,NA,NA,service,65.13701012086538
TRAVESSA DIOGO TUDELA,NA,NA,NA,NA,service,55.24328603638001
TRAVESSA DIONISIO DE ALEXANDRIA,NA,NA,NA,NA,residential,578.6188577228446
TRAVESSA DIQUIX SEPT DO ROSARIO,NA,NA,NA,asphalt,residential,53.57390268705045
TRAVESSA DISPARADA,NA,NA,NA,NA,residential,95.74669757836439
TRAVESSA DISPERSAO,NA,NA,NA,NA,residential,104.66417792002969
TRAVESSA DIVINO DE SAO LOURENCO,NA,NA,NA,asphalt,residential,72.35843621314875
TRAVESSA DIVINOPOLIS,NA,NA,NA,NA,service,102.44997212934797
TRAVESSA DIVISA NOVA,NA,NA,NA,asphalt,residential,71.73468197012524
TRAVESSA DIVISORIA NORTE DO JARDIM NOVA CIDADE,NA,NA,yes,asphalt,residential,72.53270749756213
TRAVESSA DLOIS,NA,NA,NA,NA,service,55.59368374539173
TRAVESSA DO ANFIGURI,NA,NA,NA,asphalt,residential,266.2150276055277
TRAVESSA DO ARQUEIRO,NA,NA,NA,NA,residential,147.09859743927788
TRAVESSA DO ARREPENDIDO,NA,NA,NA,paved,service,51.20495830792425
TRAVESSA DO ATLETA,NA,NA,NA,asphalt,residential,86.67403839645635
TRAVESSA DO BAIAO,NA,NA,NA,NA,service,26.739535488151823
TRAVESSA DO BARULHO,NA,NA,NA,NA,service,65.52746130890635
TRAVESSA DO BOM VIZINHO,NA,NA,NA,NA,residential,107.90309923476394
TRAVESSA DO CAMPO,NA,NA,NA,NA,service,211.36268721035754
TRAVESSA DO CARMO,NA,NA,NA,paved,residential,84.02095533644265
TRAVESSA DO CARTEIRO,NA,NA,NA,NA,residential,870.1737213721213
TRAVESSA DO CASTELO,NA,NA,NA,NA,residential,66.48392032129115
TRAVESSA DO CEDRO,NA,NA,NA,NA,service,129.3415126773511
TRAVESSA DO CIDAO,NA,NA,NA,NA,service,105.04419622629239
TRAVESSA DO CONDADO,NA,NA,NA,asphalt,service,51.667580589028205
TRAVESSA DO CRUZEIRO,NA,NA,NA,asphalt,service,589.3676206080796
TRAVESSA DO DENDEM,NA,NA,NA,asphalt,residential,170.35954109818874
TRAVESSA DO DIALOGO,NA,NA,NA,asphalt,residential,205.36861246772548
TRAVESSA DO ENIGMA,NA,NA,NA,asphalt,residential,36.34240256356368
TRAVESSA DO FADO,NA,NA,NA,asphalt,residential,75.21067272400929
TRAVESSA DO FORRO,NA,NA,NA,NA,service,65.13241726927147
TRAVESSA DO FOSFORO,NA,NA,NA,NA,residential,179.11403316069536
TRAVESSA DO FRANCIO,NA,NA,NA,NA,residential,226.7138220116819
TRAVESSA DO IPANEMA,NA,NA,NA,NA,residential,102.99221854558631
TRAVESSA DO IPU,NA,NA,NA,asphalt,residential,130.72880289852753
TRAVESSA DO JACARE,NA,NA,NA,NA,service,60.477638685285065
TRAVESSA DO LAGO VERDE,NA,NA,NA,NA,residential,98.21929486685879
TRAVESSA DO LEGADO,NA,NA,NA,asphalt,service,62.022737334923036
TRAVESSA DO LIMAO,NA,NA,NA,asphalt,residential,67.1416513471388
TRAVESSA DO MEIRE,NA,NA,NA,NA,service,222.0820350047502
TRAVESSA DO MICADO,NA,NA,NA,NA,residential,31.97813457870135
TRAVESSA DO NOVO HOMEM,NA,NA,no,asphalt,residential,86.05345410620524
TRAVESSA DO PARQUE,NA,NA,no,NA,residential,843.245080764841
TRAVESSA DO PASSEIO,NA,NA,NA,asphalt,residential,329.54174815791004
TRAVESSA DO POMBO CORREIO,NA,NA,NA,NA,service,64.92574646867273
TRAVESSA DO QUARTZO,NA,NA,NA,asphalt,residential,105.82905679088572
TRAVESSA DO RADIO,NA,NA,NA,NA,service,94.87047891752883
TRAVESSA DO RETORNO,NA,NA,NA,NA,residential,92.0372020175792
TRAVESSA DO RIO,NA,NA,NA,NA,service,57.67811400843043
TRAVESSA DO RIO DO BREJO,NA,NA,NA,NA,residential,364.4539066748625
TRAVESSA DO ROSARIO,NA,40,yes,asphalt,residential,230.22066458807063
TRAVESSA DO SAMBA,NA,NA,NA,NA,service,199.58730882208434
TRAVESSA DO SILENCIO,NA,NA,NA,NA,service,62.579709411325574
TRAVESSA DO TEMPO,NA,NA,NA,asphalt,residential,131.58035360208117
TRAVESSA DO TEREZO,NA,NA,NA,NA,service,64.94936988118845
TRAVESSA DO TRABALHO,NA,NA,NA,NA,service,32.55685960674077
TRAVESSA DO VALONGO,NA,NA,NA,NA,service,58.49502911631975
TRAVESSA DOCE CANTAR,NA,NA,NA,NA,residential,265.5095056837782
TRAVESSA DOCE DE CAJA,NA,NA,NA,NA,service,54.227111803433935
TRAVESSA DOCE PRESENCA,NA,NA,NA,NA,residential,104.98707392762047
TRAVESSA DOIMGO NO PARQUE,NA,NA,NA,NA,residential,460.8914968389513
TRAVESSA DOIS,NA,NA,NA,asphalt,residential,579.6725119070453
TRAVESSA DOIS RIACHOS,NA,NA,NA,asphalt,residential,72.28791328541973
TRAVESSA DOLIARINA,NA,NA,no,paved,residential,121.8090198483167
TRAVESSA DOLORES LIMA,NA,NA,NA,NA,residential,113.73805963993482
TRAVESSA DOM BAUMER,NA,NA,NA,asphalt,residential,117.96961390529619
TRAVESSA DOM BOSCO,NA,NA,NA,NA,residential,101.06077596511047
TRAVESSA DOM CARLOS DE VERDI,NA,NA,NA,NA,residential,43.77026374358926
TRAVESSA DOM DIOGO CAVALCANTI,NA,NA,NA,NA,service,46.421361368610896
TRAVESSA DOM GIL SANCHES,1,NA,NA,concrete,residential,50.87820697153685
TRAVESSA DOM JOAO VI,NA,NA,NA,asphalt,residential,88.22918267661947
TRAVESSA DOM JOSE DE CAIRU,NA,NA,NA,NA,residential,70.67416703269319
TRAVESSA DOM LUCAS DE CONGONHAS,NA,NA,NA,NA,residential,69.82643435331323
TRAVESSA DOM LUIS GUANELLA,NA,NA,NA,asphalt,service,80.00569487282122
TRAVESSA DOM PEDRO AUGUSTO,NA,NA,NA,NA,service,53.36460284759518
TRAVESSA DOM PEDRO DE ALCANTARA,NA,NA,yes,NA,residential,67.69785013547094
TRAVESSA DOM PEDRO II,2,NA,yes,asphalt,residential,637.6489157204034
TRAVESSA DOM SEBASTIAO DO REGO,NA,NA,NA,NA,service,44.466883390280245
TRAVESSA DOM TOMAS DE CALERA,NA,NA,NA,NA,residential,26.323216709997528
TRAVESSA DOMENICO FARONI,NA,30,NA,asphalt,residential,32.07680340873122
TRAVESSA DOMENICO GUIDETTI,NA,NA,NA,NA,service,35.001395648585586
TRAVESSA DOMENICO OBIZZI,NA,NA,NA,NA,residential,26.864183102247736
TRAVESSA DOMENICO ROMAGNOSI,NA,NA,NA,NA,residential,44.43286644792378
TRAVESSA DOMENICO RONCONI,NA,NA,NA,asphalt,residential,64.32760020149497
TRAVESSA DOMENICO RUSSO,NA,NA,NA,concrete,service,121.36439045057271
TRAVESSA DOMENICO SARTORI,NA,NA,NA,NA,residential,126.11905516953688
TRAVESSA DOMENICO TRITTO,NA,NA,NA,NA,residential,96.61563503418034
TRAVESSA DOMENICO ZANATA,NA,NA,NA,NA,residential,302.5714523306451
TRAVESSA DOMENICO ZIPOLI,NA,NA,NA,asphalt,service,51.048051497916056
TRAVESSA DOMICIO AFER,NA,NA,NA,NA,service,81.58852848380559
TRAVESSA DOMINGAS LAPIETRA,NA,NA,NA,NA,service,63.782737181567626
TRAVESSA DOMINGO ARQUIMBAU,NA,NA,NA,NA,residential,110.66937460701095
TRAVESSA DOMINGO DENTE,NA,NA,NA,paved,residential,100.11563701244266
TRAVESSA DOMINGO NA PRACA,NA,NA,NA,asphalt,residential,78.81649059058317
TRAVESSA DOMINGOS AGUIRRE,NA,NA,NA,asphalt,residential,35.32849651634267
TRAVESSA DOMINGOS ALVES BEZERRA,NA,NA,NA,asphalt,service,193.15407949279881
TRAVESSA DOMINGOS ASSUMPCAO,NA,NA,yes,sett,residential,116.97915412543485
TRAVESSA DOMINGOS FAZOLIN,NA,NA,NA,asphalt,residential,51.665197565115406
TRAVESSA DOMINGOS FERNANDES DA CRUZ,NA,10,NA,asphalt,residential,100.48002882207996
TRAVESSA DOMINGOS FERREIRA ALVES,NA,NA,NA,NA,service,108.66944407587405
TRAVESSA DOMINGOS GAGGIANI,NA,NA,NA,NA,residential,29.669492878476557
TRAVESSA DOMINGOS QUINTANA,NA,NA,NA,asphalt,service,64.24245855833186
TRAVESSA DOMINGOS ROSSET,NA,NA,NA,NA,service,95.65690572801755
TRAVESSA DOMINGOS SCOMBATE,NA,NA,NA,asphalt,residential,134.65677880935866
TRAVESSA DOMINGOS TAVARES,NA,NA,NA,NA,service,39.00673742258593
TRAVESSA DONA AMELIA VIEIRA PITA,NA,NA,NA,asphalt,residential,88.70609400170342
TRAVESSA DONA ANA,NA,NA,NA,NA,residential,107.82307745012307
TRAVESSA DONA ELVIRA LEBRE BARROSO,NA,NA,NA,concrete,service,126.23007657547123
TRAVESSA DONA ENCRENCA,NA,NA,NA,NA,residential,40.41023366792943
TRAVESSA DONA FLOR,NA,NA,NA,NA,residential,174.5329728638841
TRAVESSA DONA GINA,NA,NA,NA,paved,residential,52.520654648030124
TRAVESSA DONA LUCIA FERNANDES,NA,NA,NA,NA,service,128.24114617002948
TRAVESSA DONA LUIZA URSULA,NA,NA,NA,NA,residential,284.1612381123942
TRAVESSA DONA MARGARIDA PIMENTA DE NEGREIROS,NA,NA,NA,NA,service,63.46166189591204
TRAVESSA DONA MARIA GAIARSA,2,NA,NA,asphalt,residential,108.86259906125436
TRAVESSA DONA MARIA SEVERINA DA SILVA,NA,NA,NA,NA,service,64.2808002511421
TRAVESSA DONA NITA DE MORAES,NA,NA,NA,NA,residential,70.06706020858479
TRAVESSA DONA PAULA,NA,NA,NA,cobblestone,residential,178.27572265260642
TRAVESSA DONA SALMA,NA,NA,NA,NA,service,166.38878274898298
TRAVESSA DONA SILVANA FERNANDES DE AGUIAR,NA,NA,NA,NA,residential,52.10842810457042
TRAVESSA DONA TAREJA,NA,NA,NA,asphalt,residential,67.95161821414162
TRAVESSA DONATO COSTA,NA,NA,NA,NA,service,199.68996267986444
TRAVESSA DONATO RETTY,NA,NA,NA,NA,service,36.401356956471375
TRAVESSA DONATO TRUGLIA,NA,NA,NA,NA,residential,60.90914491509175
TRAVESSA DORA LOPES,NA,NA,NA,NA,residential,114.16069509408251
TRAVESSA DORALICE,NA,NA,NA,asphalt,residential,63.13053268646458
TRAVESSA DORALINA E ADAO E SILVA,NA,NA,NA,NA,residential,96.5562150819722
TRAVESSA DORIDE,NA,NA,NA,asphalt,residential,53.58568553659002
TRAVESSA DORIS,NA,NA,NA,NA,residential,70.70359707659964
TRAVESSA DORNELAS FRANCA,NA,NA,NA,sett,residential,62.4460224062678
TRAVESSA DOROTHY POLI ZIONI,NA,NA,NA,paved,residential,50.073016619457285
TRAVESSA DOS ACORDES,NA,NA,NA,NA,service,65.48453420648416
TRAVESSA DOS ALMEIDAS,NA,NA,NA,NA,service,88.55107263757037
TRAVESSA DOS ALPES,NA,NA,NA,NA,residential,53.9613730314827
TRAVESSA DOS AMIGOS,NA,NA,no,NA,residential,100.3807042574614
TRAVESSA DOS ANDORINHOES,NA,NA,NA,NA,residential,115.31047916382587
TRAVESSA DOS ANJOS,NA,NA,NA,unpaved,residential,323.9863095222566
TRAVESSA DOS ANTUNES,NA,NA,NA,NA,residential,62.731251477933
TRAVESSA DOS ARQUITETOS,NA,NA,NA,asphalt,service,205.25155535331425
TRAVESSA DOS BAIANOS,NA,NA,NA,NA,residential,106.52197085001728
TRAVESSA DOS BEIJA FLORES,NA,NA,NA,sett,service,67.12913882710498
TRAVESSA DOS BOCHIMANOS,NA,NA,NA,NA,residential,199.45106652456906
TRAVESSA DOS BRILHANTES,NA,NA,NA,NA,service,47.823485978728826
TRAVESSA DOS CARAIBEBES,NA,NA,NA,NA,residential,265.7046489628075
TRAVESSA DOS CARTOES DE NATAL,NA,NA,NA,asphalt,residential,43.20594375359531
TRAVESSA DOS CEARENSES,NA,NA,NA,NA,residential,62.74150639590999
TRAVESSA DOS CELTAS,NA,NA,NA,NA,residential,97.41102819637774
TRAVESSA DOS CIPRESTES,2,NA,NA,asphalt,tertiary,74.50988510905614
TRAVESSA DOS COCAIS,NA,NA,NA,NA,residential,255.43090134311421
TRAVESSA DOS COLIBRIS,NA,NA,NA,NA,residential,80.67000509538036
TRAVESSA DOS COLONOS,NA,NA,NA,NA,residential,272.8246190150208
TRAVESSA DOS CONSTRUTORES,NA,NA,NA,NA,service,318.1480622128666
TRAVESSA DOS COQUEIROS,NA,NA,NA,unpaved,service,53.451960127305966
TRAVESSA DOS CRAVOS,NA,NA,NA,NA,residential,44.18057803206206
TRAVESSA DOS DESAFIOS,NA,NA,NA,NA,service,158.65346810106456
TRAVESSA DOS DESENHISTAS,NA,NA,NA,paved,service,51.3684917553493
TRAVESSA DOS DIAMANTES,NA,NA,NA,NA,residential,173.54813829025562
TRAVESSA DOS ESTEVES,NA,NA,NA,NA,residential,169.99176740883658
TRAVESSA DOS ESTUDANTES,NA,NA,NA,asphalt,residential,154.23891269230492
TRAVESSA DOS EUCALIPTOS,NA,NA,NA,NA,residential,95.4415013547148
TRAVESSA DOS EVANGELICOS,NA,NA,NA,NA,service,17.24224430589715
TRAVESSA DOS FERNANDES,NA,NA,NA,NA,residential,126.71907880517476
TRAVESSA DOS FERROVIARIOS,NA,NA,NA,NA,residential,43.053643526403306
TRAVESSA DOS FIDELES,NA,NA,NA,NA,residential,111.31903576592534
TRAVESSA DOS FIDELIS,NA,NA,no,NA,residential,260.4163831945385
TRAVESSA DOS GRANADEIROS,NA,NA,NA,NA,service,101.02441105690106
TRAVESSA DOS GUATAMBUS,NA,NA,NA,asphalt,residential,74.95082321855384
TRAVESSA DOS INFANTES,NA,NA,NA,NA,residential,72.61517869537172
TRAVESSA DOS IPES,NA,NA,NA,asphalt,residential,185.07516777844896
TRAVESSA DOS ITAUBAS,NA,NA,NA,NA,residential,104.51662511363392
TRAVESSA DOS JAMINS,NA,NA,NA,asphalt,residential,87.21529688752013
TRAVESSA DOS JASMINS,NA,NA,NA,NA,service,49.96770678886772
TRAVESSA DOS JATOBAS,NA,NA,yes,NA,residential,97.61752651257936
TRAVESSA DOS JESUITAS,NA,NA,no,asphalt,residential,321.32013371547686
TRAVESSA DOS KIAS,NA,NA,NA,NA,service,188.99333029549226
TRAVESSA DOS LIRIOS,NA,30,NA,asphalt,residential,82.72997784594085
TRAVESSA DOS LIRIOS AMARELOS,NA,NA,NA,NA,residential,40.13133522163784
TRAVESSA DOS MANACAS,NA,NA,NA,NA,service,56.96851778989282
TRAVESSA DOS NOMES MAGICOS,NA,NA,NA,NA,service,40.579538189702966
TRAVESSA DOS PARAIBANOS,NA,NA,NA,NA,residential,53.354618713916786
TRAVESSA DOS PARALELOS,NA,NA,no,NA,residential,323.7488910352581
TRAVESSA DOS PASSAROS,NA,NA,NA,paved,residential,323.7523861031891
TRAVESSA DOS PATRIOTAS,NA,NA,NA,asphalt,residential,136.52024893029196
TRAVESSA DOS PESSEGUEIROS,NA,NA,NA,NA,residential,82.35996159939593
TRAVESSA DOS POTIGUARES,NA,NA,NA,NA,residential,52.00011909711345
TRAVESSA DOS PRACINHAS,NA,NA,NA,asphalt,residential,75.33799572334077
TRAVESSA DOS SERTANEJOS,NA,NA,NA,NA,residential,193.5627176919988
TRAVESSA DOS TABAQUES,NA,NA,NA,paved,residential,47.29387436977229
TRAVESSA DOS TEIXOS,NA,NA,no,asphalt,residential,210.28186275231087
TRAVESSA DOS TERRAMARES,NA,NA,NA,NA,residential,41.421133711114244
TRAVESSA DOS TUCANOS,NA,NA,NA,unpaved,residential,117.19823368973158
TRAVESSA DOS VIANAS,2,40,yes,asphalt,residential,121.54214113024074
TRAVESSA DOURADINA,NA,NA,NA,asphalt,residential,72.90109144616085
TRAVESSA DOUTOR ADHEMAR LOPES,1,NA,NA,asphalt,service,90.0544056766085
TRAVESSA DOUTOR ADILSON RODRIGUES,NA,NA,NA,paved,residential,48.617592848802474
TRAVESSA DOUTOR AGLADIO NEDER CARBONIERI,NA,NA,NA,NA,service,138.718810008501
TRAVESSA DOUTOR ALBERTO NICOLAU,NA,NA,NA,NA,residential,69.04047058463387
TRAVESSA DOUTOR AMORIM S 71 Q 310,NA,NA,NA,asphalt,residential,56.48775763519794
TRAVESSA DOUTOR ARMANDO FAJARDO,NA,NA,NA,NA,service,72.3090788690376
TRAVESSA DOUTOR CALVINO MAINIERI,NA,NA,NA,NA,service,107.19790118207678
TRAVESSA DOUTOR CARLOS ALBERTO GOUVEA KFOURI,NA,NA,NA,NA,residential,69.262032366776907
TRAVESSA DOUTOR CLAUDIO DAMASCENO,1,NA,NA,asphalt,residential,119.92595349136968
TRAVESSA DOUTOR DIRSON GOMES BARBOSA,NA,20,NA,asphalt,residential,56.30117277356418
TRAVESSA DOUTOR EDUARDO MAFFEI,NA,NA,NA,asphalt,residential,86.98161986019373
TRAVESSA DOUTOR EZEQUIEL ANTUNES DE OLIVEIRA,NA,NA,NA,asphalt,residential,107.42932042449348
TRAVESSA DOUTOR FERES SECAF,NA,NA,NA,asphalt,service,60.39409447597311
TRAVESSA DOUTOR FUAD DABUD,NA,NA,NA,asphalt,residential,119.24212040376895
TRAVESSA DOUTOR HUGO STFIMAN,NA,30,NA,asphalt,residential,74.02865181518185
TRAVESSA DOUTOR HUMBERTO,NA,NA,NA,NA,service,184.9915563074259
TRAVESSA DOUTOR JOAO BATISTA DE SANTANA,NA,NA,NA,asphalt,residential,108.73099901799597
TRAVESSA DOUTOR JOAO FREITAS ALMEIDA,NA,NA,NA,NA,residential,64.32989225463483
TRAVESSA DOUTOR JOAQUIM LOURENCO,NA,NA,NA,asphalt,residential,44.54499989663309
TRAVESSA DOUTOR JORGE ASSUNCAO,NA,NA,NA,NA,residential,93.11523773674075
TRAVESSA DOUTOR JOSE ALVES DE SOUZA NETO,NA,NA,NA,sett,residential,46.62227151186764
TRAVESSA DOUTOR JOSE CORREA DE MEIRA,NA,NA,no,asphalt,residential,84.89887047997674
TRAVESSA DOUTOR JOSE DE QUADROS,NA,NA,NA,NA,service,105.86764542084678
TRAVESSA DOUTOR JOSE N DE ALMEIDA PRADO,NA,NA,NA,NA,residential,91.56957308763535
TRAVESSA DOUTOR JOSE RANGEL BELFORT DE MATTOS,NA,NA,NA,NA,residential,55.48979935386322
TRAVESSA DOUTOR LANGGAARD,NA,NA,NA,asphalt,residential,104.95966040168861
TRAVESSA DOUTOR LEAO DE ARAUJO NOVAES,NA,NA,yes,NA,residential,98.56919199566077
TRAVESSA DOUTOR LEOPOLDO,NA,NA,yes,asphalt,residential,117.18307498108007
TRAVESSA DOUTOR LUIZ DE OLIVEIRA COUTINHO,NA,NA,NA,NA,service,54.352012217592595
TRAVESSA DOUTOR LUIZ RIBEIRO DE MENDONCA,1.5,20,NA,paved,residential,72.23908343515207
TRAVESSA DOUTOR MARIANO DE SIQUEIRA FILHO,NA,NA,NA,asphalt,residential,148.4701309629738
TRAVESSA DOUTOR OSWALDOLUCIO BRANCAGLIONE,NA,NA,NA,NA,service,55.69068800664464
TRAVESSA DOUTOR PACHECO,NA,NA,NA,NA,residential,41.77139249085117
TRAVESSA DOUTOR PAULO JOSE DE AZEVEDO BONAVIDES,NA,NA,NA,NA,residential,82.89050103358329
TRAVESSA DOUTOR RODRIGO ANTONIO,NA,NA,NA,asphalt,residential,114.00816235209088
TRAVESSA DOUTOR SA RIBAS,NA,NA,NA,NA,residential,358.25543362892165
TRAVESSA DOUTOR UBIRAJARA MARTINS DE SOUZA,NA,NA,NA,NA,residential,60.930163093747936
TRAVESSA DOUTOR WALKER DA COSTA BARBOZA,NA,NA,NA,NA,residential,154.30969732932323
TRAVESSA DOUTORA VIRGINIA MORIKAWA,NA,NA,NA,paved,residential,85.1427017479367
TRAVESSA DOZE,NA,NA,NA,NA,service,227.1370322737737
TRAVESSA DOZE ANOS,NA,NA,NA,NA,service,209.02376849797767
TRAVESSA DOZE DE JUNHO,NA,NA,NA,NA,residential,43.2894745504359
TRAVESSA DOZE DE OUTUBRO,NA,NA,NA,asphalt,residential,189.3107809514806
TRAVESSA DRUMOND DE ANDRADE,NA,NA,NA,asphalt,service,66.98815262801841
TRAVESSA DUARTE DE AZEVEDO,NA,NA,NA,cobblestone,unclassified,68.69278326388908
TRAVESSA DUAS IRMAS,NA,NA,NA,NA,service,35.662702723551654
TRAVESSA DULCE RICARDI DA FONSECA,NA,NA,NA,NA,residential,36.11711941344244
TRAVESSA DUNKA,NA,NA,NA,concrete,residential,54.86594978924313
TRAVESSA DURBAN,NA,NA,NA,NA,service,36.29188149886663
TRAVESSA DUTRA,NA,NA,NA,NA,residential,96.9758580614054
TRAVESSA E,NA,NA,yes,asphalt,service,945.4040821776337
TRAVESSA E PRECISO SABER VIVER,NA,NA,NA,NA,service,37.49708054690389
TRAVESSA EBANO ORIENTAL,NA,NA,NA,NA,residential,45.532751068673235
TRAVESSA EBRIO DE AMOR,NA,NA,NA,NA,residential,148.22320783803562
TRAVESSA EDGAR ADRIAN,NA,NA,NA,paved,residential,62.915929877612854
TRAVESSA EDGAR BATISTA,NA,NA,NA,NA,residential,252.90124716940105
TRAVESSA EDGAR VARESE,NA,NA,NA,NA,residential,99.02549502755117
TRAVESSA EDGARD MARIANO NAZARETH DA SILVA,NA,NA,NA,asphalt,residential,73.18071430831039
TRAVESSA EDGARD OSCAR COCKER,NA,NA,NA,asphalt,residential,104.18461270240647
TRAVESSA EDGARD RAFFAELLI,NA,NA,NA,asphalt,residential,85.60909364715779
TRAVESSA EDIT ARAUJO,NA,NA,NA,NA,service,176.72338074440506
TRAVESSA EDITE CANDIDA DA SILVA,NA,NA,NA,NA,service,75.36359311659865
TRAVESSA EDITE FALCAO,NA,NA,NA,NA,residential,103.65972099307258
TRAVESSA EDIVINO TORRES,NA,NA,NA,asphalt,service,54.79495514208873
TRAVESSA EDMILSON FAUSTINO LEITE,NA,20,NA,asphalt,service,99.04571543752515
TRAVESSA EDMUNDO DEMOLINS,NA,NA,NA,NA,service,28.785355386215482
TRAVESSA EDMUNDO LEBEL,NA,NA,NA,NA,service,63.24798782501175
TRAVESSA EDNA,NA,NA,no,asphalt,residential,49.59914240908204
TRAVESSA EDNA FONGARO,1,NA,NA,asphalt,residential,219.67335705924876
TRAVESSA EDSON CARLOS CORREIA DE MELLO,NA,NA,NA,NA,residential,110.3352986527501
TRAVESSA EDSON FIGUEIREDO,NA,NA,NA,NA,residential,62.55890628175049
TRAVESSA EDSON MACHADO,NA,NA,NA,asphalt,residential,184.80963315939363
TRAVESSA EDU CHAVES,NA,NA,no,paved,residential,66.18534358124587
TRAVESSA EDUARDO ARIAS,NA,NA,NA,unpaved,service,114.95682373424982
TRAVESSA EDUARDO BARTAY,NA,NA,NA,NA,residential,102.66227130823214
TRAVESSA EDUARDO BENES,NA,NA,NA,asphalt,residential,40.456614531602575
TRAVESSA EDUARDO DUNCAN,NA,NA,NA,asphalt,service,45.94843520251121
TRAVESSA EDUARDO KENDAL,NA,NA,NA,asphalt,residential,113.89416809388541
TRAVESSA EDUARDO OCON RIVAS,NA,NA,NA,asphalt,residential,73.51521170205773
TRAVESSA EDUARDO RATTI,NA,NA,NA,NA,residential,47.58551794546855
TRAVESSA EDUARDO RODRIGUES,NA,NA,no,NA,residential,97.42077171340706
TRAVESSA EDUARDO TATUM,NA,NA,NA,asphalt,residential,76.95481108644141
TRAVESSA EDWARD FREUND,NA,NA,NA,asphalt,residential,73.58782537174788
